identifier,articles,files,templates,categories
ruwikiversity,1,1,1,1
niawiktionary,1,1,1,1
cswikiversity,1,1,1,1
lowiki,1,1,1,1
stqwiki,1,1,1,1
eowikiquote,1,1,1,1
idwikibooks,1,1,1,1
pagwiki,1,1,1,1
cawikisource,1,1,1,1
mtwiki,1,1,1,1
dagwiki,1,1,1,1
nrmwiki,1,1,1,1
ruwikivoyage,1,1,1,1
pcdwiki,1,1,1,1
kkwiktionary,1,1,1,1
trwikiquote,1,1,1,1
angwiki,1,1,1,1
zeawiki,1,1,1,1
gnwiki,1,1,1,1
nahwiktionary,1,1,1,1
abwiki,1,1,1,1
bgwikiquote,1,1,1,1
smwiktionary,1,1,1,1
kwwiki,1,1,1,1
hewikibooks,1,1,1,1
zhwikibooks,1,1,1,1
yuewiktionary,1,1,1,1
kvwiki,1,1,1,1
cswikinews,1,1,1,1
bswiktionary,1,1,1,1
guwikisource,1,1,1,1
brwikisource,1,1,1,1
ttwiktionary,1,1,1,1
fiu_vrowiki,1,1,1,1
zhwikivoyage,1,1,1,1
gvwiki,1,1,1,1
ptwikiversity,1,1,1,1
frwikiquote,1,1,1,1
kabwiki,1,1,1,1
fiwikibooks,1,1,1,1
mlwikisource,1,1,1,1
tumwiki,1,1,1,1
tkwiki,1,1,1,1
satwiki,1,1,1,1
hywikisource,1,1,1,1
dewikiquote,1,1,1,1
nsowiki,1,1,1,1
frpwiki,1,1,1,1
miwiki,1,1,1,1
glkwiki,1,1,1,1
udmwiki,1,1,1,1
fawikivoyage,1,1,1,1
hewikiquote,1,1,1,1
ganwiki,1,1,1,1
scwiki,1,1,1,1
myvwiki,1,1,1,1
cowiktionary,1,1,1,1
sewiki,1,1,1,1
pnbwiktionary,1,1,1,1
cowiki,1,1,1,1
lbwiktionary,1,1,1,1
arwikinews,1,1,1,1
hrwikisource,1,1,1,1
ndswiktionary,1,1,1,1
azwikisource,1,1,1,1
ruwikibooks,1,1,1,1
frwikivoyage,1,1,1,1
nlwikibooks,1,1,1,1
roa_tarawiki,1,1,1,1
bjnwiki,1,1,1,1
ugwiki,1,1,1,1
ruewiki,1,1,1,1
minwiktionary,1,1,1,1
bewikisource,1,1,1,1
trwikisource,1,1,1,1
hifwiki,1,1,1,1
vepwiki,1,1,1,1
nahwiki,1,1,1,1
lvwiktionary,1,1,1,1
mniwiki,1,1,1,1
pamwiki,1,1,1,1
kawiktionary,1,1,1,1
iewiki,1,1,1,1
zuwiki,1,1,1,1
nnwiktionary,1,1,1,1
vlswiki,1,1,1,1
mrjwiki,1,1,1,1
cswikiquote,1,1,1,1
nlwikisource,1,1,1,1
lijwiki,1,1,1,1
hywwiki,1,1,1,1
itwikivoyage,1,1,1,1
plwikivoyage,1,1,1,1
etwikiquote,1,1,1,1
plwikibooks,1,1,1,1
ptwikiquote,1,1,1,1
nds_nlwiki,1,1,1,1
itwikinews,1,1,1,1
hakwiki,1,1,1,1
bowiki,1,1,1,1
fywiktionary,1,1,1,1
fiwikisource,1,1,1,1
sowiki,1,1,1,1
dewikinews,1,1,1,1
eswikiquote,1,1,1,1
acewiki,1,1,1,1
bhwiki,1,1,1,1
gorwiki,1,1,1,1
swwiktionary,1,1,1,1
bnwikisource,1,1,1,1
map_bmswiki,1,1,1,1
newiktionary,1,1,1,1
viwikisource,1,1,1,1
shnwiki,1,1,1,1
kmwiki,1,1,1,1
fawikiquote,1,1,1,1
ptwikibooks,1,1,1,1
mhrwiki,1,1,1,1
pawiktionary,1,1,1,1
lawikisource,1,1,1,1
jawikisource,1,1,1,1
maiwiki,1,1,1,1
eswikinews,1,1,1,1
emlwiki,1,1,1,1
bugwiki,1,1,1,1
napwiki,1,1,1,1
tawikisource,1,1,1,1
snwiki,1,1,1,1
rowikisource,1,1,1,1
igwiki,1,1,1,1
itwikibooks,1,1,1,1
tewikisource,1,1,1,1
mswiktionary,1,1,1,1
elwikisource,1,1,1,1
zhwikinews,1,1,1,1
jawikibooks,1,1,1,1
svwikisource,1,1,1,1
cdowiki,1,1,1,1
eswikibooks,1,1,1,1
zh_classicalwiki,1,1,1,1
banwiki,1,1,1,1
fowiki,1,1,1,1
bclwiki,1,1,1,1
frwikiversity,1,1,1,1
mznwiki,1,1,1,1
hsbwiki,1,1,1,1
sahwiki,1,1,1,1
slwikisource,1,1,1,1
wawiki,1,1,1,1
knwikisource,1,1,1,1
huwikisource,1,1,1,1
scnwiktionary,1,1,1,1
lmowiktionary,1,1,1,1
amwiki,1,1,1,1
zh_min_nanwiktionary,1,1,1,1
arywiki,1,1,1,1
afwiktionary,1,1,1,1
sdwiki,1,1,1,1
sawiki,1,1,1,1
nvwiki,1,1,1,1
hawiki,1,1,1,1
xmfwiki,1,1,1,1
omwiktionary,1,1,1,1
vowiktionary,1,1,1,1
bat_smgwiki,1,1,1,1
tlwiktionary,1,1,1,1
pswiki,1,1,1,1
ukwikiquote,1,1,1,1
gdwiki,1,1,1,1
cywiktionary,1,1,1,1
crhwiki,1,1,1,1
frwikinews,1,1,1,1
bpywiki,1,1,1,1
avkwiki,1,1,1,1
ilowiki,1,1,1,1
pswiktionary,1,1,1,1
ruwikiquote,1,1,1,1
frwikibooks,1,1,1,1
yiwiki,1,1,1,1
frrwiki,1,1,1,1
hewiktionary,1,1,1,1
aswiki,1,1,1,1
slwiktionary,1,1,1,1
ptwikinews,1,1,1,1
fawikisource,1,1,1,1
mnwiki,1,1,1,1
dewikivoyage,1,1,1,1
sawikisource,1,1,1,1
tgwiktionary,1,1,1,1
urwiktionary,1,1,1,1
skwiktionary,1,1,1,1
fjwiktionary,1,1,1,1
iawiki,1,1,1,1
plwikinews,1,1,1,1
oswiki,1,1,1,1
shnwiktionary,1,1,1,1
hrwiktionary,1,1,1,1
orwiki,1,1,1,1
wawiktionary,1,1,1,1
plwikiquote,1,1,1,1
mnwwiktionary,1,1,1,1
guwiki,1,1,1,1
siwiki,1,1,1,1
kowikisource,1,1,1,1
alswiki,1,1,1,1
simplewiktionary,1,1,1,1
dewikibooks,1,1,1,1
lawiktionary,1,1,1,1
ptwikisource,1,1,1,1
knwiki,1,1,1,1
newiki,1,1,1,1
srwikisource,1,1,1,1
iowiki,1,1,1,1
dawiktionary,1,1,1,1
viwikibooks,1,1,1,1
scnwiki,1,1,1,1
yowiki,1,1,1,1
sqwiktionary,1,1,1,1
enwikinews,1,1,1,1
quwiki,1,1,1,1
kmwiktionary,1,1,1,1
sgwiktionary,1,1,1,1
barwiki,1,1,1,1
diqwiki,1,1,1,1
mnwiktionary,1,1,1,1
iswiktionary,1,1,1,1
dewikiversity,1,1,1,1
bnwiktionary,1,1,1,1
astwiktionary,1,1,1,1
wuuwiki,1,1,1,1
brwiktionary,1,1,1,1
pawiki,1,1,1,1
liwiki,1,1,1,1
cswikisource,1,1,1,1
euwiktionary,1,1,1,1
scowiki,1,1,1,1
srwikinews,1,1,1,1
azwiktionary,1,1,1,1
cvwiki,1,1,1,1
huwikibooks,1,1,1,1
szlwiki,1,1,1,1
ukwiktionary,1,1,1,1
enwikiversity,1,1,1,1
lowiktionary,1,1,1,1
enwikivoyage,1,1,1,1
ocwiktionary,1,1,1,1
pmswiki,1,1,1,1
suwiki,1,1,1,1
jvwiktionary,1,1,1,1
gawiki,1,1,1,1
lldwiki,1,1,1,1
kywiktionary,1,1,1,1
arwiktionary,1,1,1,1
anwiki,1,1,1,1
htwiki,1,1,1,1
enwikiquote,1,1,1,1
lbwiki,1,1,1,1
lmowiki,1,1,1,1
itwikiquote,1,1,1,1
glwiktionary,1,1,1,1
pnbwiki,1,1,1,1
kuwiki,1,1,1,1
vecwiki,1,1,1,1
bawiki,1,1,1,1
fywiki,1,1,1,1
iswiki,1,1,1,1
ckbwiki,1,1,1,1
kywiki,1,1,1,1
jvwiki,1,1,1,1
brwiki,1,1,1,1
newwiki,1,1,1,1
swwiki,1,1,1,1
ndswiki,1,1,1,1
itwikisource,1,1,1,1
enwikibooks,1,1,1,1
eswikisource,1,1,1,1
ocwiki,1,1,1,1
orwiktionary,1,1,1,1
tewiki,1,1,1,1
ukwikisource,1,1,1,1
tewiktionary,1,1,1,1
skrwiktionary,1,1,1,1
arwikisource,1,1,1,1
eowiktionary,1,1,1,1
mywiki,1,1,1,1
liwiktionary,1,1,1,1
be_x_oldwiki,1,1,1,1
mywiktionary,1,1,1,1
sqwiki,1,1,1,1
mlwiktionary,1,1,1,1
afwiki,1,1,1,1
tgwiki,1,1,1,1
vowiki,1,1,1,1
cswiktionary,1,1,1,1
mgwiki,1,1,1,1
fawiktionary,1,1,1,1
uzwiktionary,1,1,1,1
astwiki,1,1,1,1
mrwiki,1,1,1,1
etwiktionary,1,1,1,1
nowiktionary,1,1,1,1
tlwiki,1,1,1,1
rowiktionary,1,1,1,1
mlwiki,1,1,1,1
mkwiki,1,1,1,1
tawiki,1,1,1,1
hiwiktionary,1,1,1,1
lawiki,1,1,1,1
zh_yuewiki,1,1,1,1
idwiktionary,1,1,1,1
bswiki,1,1,1,1
kawiki,1,1,1,1
thwiktionary,1,1,1,1
hiwiki,1,1,1,1
srwiktionary,1,1,1,1
minwiki,1,1,1,1
dewikisource,1,1,1,1
viwiktionary,1,1,1,1
plwikisource,1,1,1,1
nnwiki,1,1,1,1
azwiki,1,1,1,1
slwiki,1,1,1,1
sawiktionary,1,1,1,1
hrwiki,1,1,1,1
lvwiki,1,1,1,1
knwiktionary,1,1,1,1
azbwiki,1,1,1,1
ptwiktionary,1,1,1,1
kkwiki,1,1,1,1
glwiki,1,1,1,1
hewikisource,1,1,1,1
ltwiki,1,1,1,1
hywiktionary,1,1,1,1
simplewiki,1,1,1,1
elwiki,1,1,1,1
skwiki,1,1,1,1
jawiktionary,1,1,1,1
iowiktionary,1,1,1,1
cywiki,1,1,1,1
thwiki,1,1,1,1
bnwiki,1,1,1,1
trwiktionary,1,1,1,1
zhwikisource,1,1,1,1
urwiki,1,1,1,1
etwiki,1,1,1,1
tawiktionary,1,1,1,1
kowiktionary,1,1,1,1
frwikisource,1,1,1,1
bgwiki,1,1,1,1
mswiki,1,1,1,1
fiwiktionary,1,1,1,1
huwiktionary,1,1,1,1
dawiki,1,1,1,1
bewiki,1,1,1,1
cewiki,1,1,1,1
euwiki,1,1,1,1
uzwiki,1,1,1,1
eowiki,1,1,1,1
ttwiki,1,1,1,1
hewiki,1,1,1,1
itwiktionary,1,1,1,1
cawiktionary,1,1,1,1
ltwiktionary,1,1,1,1
hywiki,1,1,1,1
zh_min_nanwiki,1,1,1,1
anpwiki,1,1,1,1
aswikiquote,1,1,1,1
bbcwiki,1,1,1,1
bjnwikiquote,1,1,1,1
blkwiktionary,1,1,1,1
btmwiktionary,1,1,1,1
ckbwiktionary,1,1,1,1
dgawiki,1,1,1,1
fatwiki,1,1,1,1
fonwiki,1,1,1,1
gorwiktionary,1,1,1,1
gpewiki,1,1,1,1
gucwiki,1,1,1,1
gurwiki,1,1,1,1
guwwikinews,1,1,1,1
guwwikiquote,1,1,1,1
kbdwiktionary,1,1,1,1
kcgwiktionary,1,1,1,1
shnwikibooks,1,1,1,1
suwikisource,1,1,1,1
tlywiki,1,1,1,1
zghwiki,1,1,1,1
ruwikisource,1,1,1,1
kuwiktionary,1,1,1,1
enwikisource,1,1,1,1
huwiki,2,1,1,1
plwiktionary,1,1,1,1
bgwiktionary,1,1,1,1
elwiktionary,1,1,1,1
trwiki,2,1,1,1
nlwiktionary,1,1,1,1
cswiki,2,1,1,1
fiwiki,2,1,1,1
svwiktionary,1,1,1,1
shwiktionary,1,1,1,1
eswiktionary,1,1,1,1
nowiki,1,1,1,1
rowiki,1,1,1,1
dewiktionary,8,1,1,1
cawiki,8,1,1,1
idwiki,8,1,1,1
kowiki,8,1,1,1
viwiki,8,1,1,1
zhwiktionary,8,1,1,1
arzwiki,8,1,1,1
mgwiktionary,8,1,1,1
ptwiki,8,1,1,1
plwiki,8,1,1,1
warwiki,8,1,1,1
ukwiki,8,1,1,1
jawiki,8,1,1,1
ruwiktionary,8,1,1,1
arwiki,8,1,1,1
zhwiki,8,1,1,1
itwiki,8,1,1,1
fawiki,8,1,1,1
nlwiki,8,1,1,1
srwiki,8,1,1,1
eswiki,8,1,1,1
ruwikinews,8,1,1,2
shwiki,8,1,1,1
frwiki,8,1,1,1
svwiki,8,1,1,1
dewiki,8,1,1,1
ruwiki,8,1,1,1
frwiktionary,8,1,1,1
enwiktionary,8,1,1,1
cebwiki,10,1,1,1
enwiki,10,1,1,2
